# ---------------------------------- WARNING ----------------------------------------,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,
# may not have received Director's approval. Any such data values are qualified,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,
# for any damages resulting from its use.,,,,
#,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,
#,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,
#,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,
# retrieved: 2018-06-21 10:28:26 EDT       (vaww01),,,,
#,,,,
# Data for the following 1 site(s) are contained in this file,,,,
"#    USGS 08263500 RIO GRANDE NEAR CERRO, NM",,,,
# -----------------------------------------------------------------------------------,,,,
#,,,,
# Data provided for site 08263500,,,,
#            TS   parameter     statistic     Description,,,,
"#         99683       00060     00003     Discharge, cubic feet per second (Mean)",,,,
#,,,,
# Data-value qualification codes included in this output:,,,,
#        ,,,,
#     A  Approved for publication -- Processing and review completed.,,,,
#     P  Provisional data subject to revision.,,,,
#     <  Actual value is known to be less than reported value.,,,,
#     e  Value has been estimated.,,,,
# ,,,,
agency,guage_no,date,discharge,discharge_code
USGS,8263500,1/14/1964,142,A
USGS,8263500,1/15/1964,141,A
USGS,8263500,1/16/1964,135,A
USGS,8263500,1/17/1964,133,A
USGS,8263500,1/18/1964,135,A
USGS,8263500,1/19/1964,141,A
USGS,8263500,1/20/1964,143,A
USGS,8263500,1/21/1964,144,A
USGS,8263500,1/22/1964,148,A
USGS,8263500,1/23/1964,151,A
USGS,8263500,1/24/1964,152,A
USGS,8263500,1/25/1964,156,A
USGS,8263500,1/26/1964,153,A
USGS,8263500,1/27/1964,153,A
USGS,8263500,1/28/1964,153,A
USGS,8263500,1/29/1964,152,A
USGS,8263500,1/30/1964,153,A
USGS,8263500,1/31/1964,156,A
USGS,8263500,2/1/1964,157,A
USGS,8263500,2/2/1964,157,A
USGS,8263500,2/3/1964,159,A
USGS,8263500,2/4/1964,147,A
USGS,8263500,2/5/1964,142,A
USGS,8263500,2/6/1964,153,A
USGS,8263500,2/7/1964,157,A
USGS,8263500,2/8/1964,166,A
USGS,8263500,2/9/1964,162,A
USGS,8263500,2/10/1964,157,A
USGS,8263500,2/11/1964,155,A
USGS,8263500,2/12/1964,156,A
USGS,8263500,2/13/1964,165,A
USGS,8263500,2/14/1964,170,A
USGS,8263500,2/15/1964,172,A
USGS,8263500,2/16/1964,182,A
USGS,8263500,2/17/1964,186,A
USGS,8263500,2/18/1964,183,A
USGS,8263500,2/19/1964,183,A
USGS,8263500,2/20/1964,183,A
USGS,8263500,2/21/1964,180,A
USGS,8263500,2/22/1964,179,A
USGS,8263500,2/23/1964,191,A
USGS,8263500,2/24/1964,190,A
USGS,8263500,2/25/1964,196,A
USGS,8263500,2/26/1964,191,A
USGS,8263500,2/27/1964,191,A
USGS,8263500,2/28/1964,197,A
USGS,8263500,2/29/1964,196,A
USGS,8263500,3/1/1964,196,A
USGS,8263500,3/2/1964,190,A
USGS,8263500,3/3/1964,189,A
USGS,8263500,3/4/1964,204,A
USGS,8263500,3/5/1964,208,A
USGS,8263500,3/6/1964,214,A
USGS,8263500,3/7/1964,206,A
USGS,8263500,3/8/1964,216,A
USGS,8263500,3/9/1964,216,A
USGS,8263500,3/10/1964,215,A
USGS,8263500,3/11/1964,215,A
USGS,8263500,3/12/1964,229,A
USGS,8263500,3/13/1964,227,A
USGS,8263500,3/14/1964,240,A
USGS,8263500,3/15/1964,224,A
USGS,8263500,3/16/1964,254,A
USGS,8263500,3/17/1964,278,A
USGS,8263500,3/18/1964,277,A
USGS,8263500,3/19/1964,292,A
USGS,8263500,3/20/1964,295,A
USGS,8263500,3/21/1964,287,A
USGS,8263500,3/22/1964,289,A
USGS,8263500,3/23/1964,278,A
USGS,8263500,3/24/1964,256,A
USGS,8263500,3/25/1964,289,A
USGS,8263500,3/26/1964,248,A
USGS,8263500,3/27/1964,270,A
USGS,8263500,3/28/1964,292,A
USGS,8263500,3/29/1964,282,A
USGS,8263500,3/30/1964,287,A
USGS,8263500,3/31/1964,273,A
USGS,8263500,4/1/1964,257,A
USGS,8263500,4/2/1964,246,A
USGS,8263500,4/3/1964,245,A
USGS,8263500,4/4/1964,224,A
USGS,8263500,4/5/1964,197,A
USGS,8263500,4/6/1964,187,A
USGS,8263500,4/7/1964,166,A
USGS,8263500,4/8/1964,157,A
USGS,8263500,4/9/1964,147,A
USGS,8263500,4/10/1964,144,A
USGS,8263500,4/11/1964,137,A
USGS,8263500,4/12/1964,132,A
USGS,8263500,4/13/1964,122,A
USGS,8263500,4/14/1964,115,A
USGS,8263500,4/15/1964,114,A
USGS,8263500,4/16/1964,114,A
USGS,8263500,4/17/1964,113,A
USGS,8263500,4/18/1964,113,A
USGS,8263500,4/19/1964,105,A
USGS,8263500,4/20/1964,92,A
USGS,8263500,4/21/1964,77,A
USGS,8263500,4/22/1964,75,A
USGS,8263500,4/23/1964,74,A
USGS,8263500,4/24/1964,69,A
USGS,8263500,4/25/1964,67,A
USGS,8263500,4/26/1964,67,A
USGS,8263500,4/27/1964,67,A
USGS,8263500,4/28/1964,67,A
USGS,8263500,4/29/1964,70,A
USGS,8263500,4/30/1964,69,A
USGS,8263500,5/1/1964,68,A
USGS,8263500,5/2/1964,67,A
USGS,8263500,5/3/1964,67,A
USGS,8263500,5/4/1964,67,A
USGS,8263500,5/5/1964,67,A
USGS,8263500,5/6/1964,67,A
USGS,8263500,5/7/1964,67,A
USGS,8263500,5/8/1964,71,A
USGS,8263500,5/9/1964,78,A
USGS,8263500,5/10/1964,81,A
USGS,8263500,5/11/1964,83,A
USGS,8263500,5/12/1964,90,A
USGS,8263500,5/13/1964,91,A
USGS,8263500,5/14/1964,92,A
USGS,8263500,5/15/1964,110,A
USGS,8263500,5/16/1964,121,A
USGS,8263500,5/17/1964,132,A
USGS,8263500,5/18/1964,133,A
USGS,8263500,5/19/1964,142,A
USGS,8263500,5/20/1964,203,A
USGS,8263500,5/21/1964,165,A
USGS,8263500,5/22/1964,120,A
USGS,8263500,5/23/1964,99,A
USGS,8263500,5/24/1964,86,A
USGS,8263500,5/25/1964,185,A
USGS,8263500,5/26/1964,194,A
USGS,8263500,5/27/1964,142,A
USGS,8263500,5/28/1964,122,A
USGS,8263500,5/29/1964,128,A
USGS,8263500,5/30/1964,138,A
USGS,8263500,5/31/1964,120,A
USGS,8263500,6/1/1964,104,A
USGS,8263500,6/2/1964,99,A
USGS,8263500,6/3/1964,99,A
USGS,8263500,6/4/1964,93,A
USGS,8263500,6/5/1964,91,A
USGS,8263500,6/6/1964,90,A
USGS,8263500,6/7/1964,87,A
USGS,8263500,6/8/1964,83,A
USGS,8263500,6/9/1964,78,A
USGS,8263500,6/10/1964,84,A
USGS,8263500,6/11/1964,98,A
USGS,8263500,6/12/1964,84,A
USGS,8263500,6/13/1964,79,A
USGS,8263500,6/14/1964,75,A
USGS,8263500,6/15/1964,73,A
USGS,8263500,6/16/1964,73,A
USGS,8263500,6/17/1964,70,A
USGS,8263500,6/18/1964,66,A
USGS,8263500,6/19/1964,65,A
USGS,8263500,6/20/1964,66,A
USGS,8263500,6/21/1964,63,A
USGS,8263500,6/22/1964,60,A
USGS,8263500,6/23/1964,59,A
USGS,8263500,6/24/1964,58,A
USGS,8263500,6/25/1964,58,A
USGS,8263500,6/26/1964,57,A
USGS,8263500,6/27/1964,57,A
USGS,8263500,6/28/1964,56,A
USGS,8263500,6/29/1964,57,A
USGS,8263500,6/30/1964,57,A
USGS,8263500,7/1/1964,57,A
USGS,8263500,7/2/1964,56,A
USGS,8263500,7/3/1964,56,A
USGS,8263500,7/4/1964,56,A
USGS,8263500,7/5/1964,55,A
USGS,8263500,7/6/1964,55,A
USGS,8263500,7/7/1964,54,A
USGS,8263500,7/8/1964,53,A
USGS,8263500,7/9/1964,52,A
USGS,8263500,7/10/1964,51,A
USGS,8263500,7/11/1964,69,A
USGS,8263500,7/12/1964,62,A
USGS,8263500,7/13/1964,53,A
USGS,8263500,7/14/1964,53,A
USGS,8263500,7/15/1964,54,A
USGS,8263500,7/16/1964,54,A
USGS,8263500,7/17/1964,54,A
USGS,8263500,7/18/1964,53,A
USGS,8263500,7/19/1964,53,A
USGS,8263500,7/20/1964,51,A
USGS,8263500,7/21/1964,51,A
USGS,8263500,7/22/1964,49,A
USGS,8263500,7/23/1964,48,A
USGS,8263500,7/24/1964,48,A
USGS,8263500,7/25/1964,48,A
USGS,8263500,7/26/1964,47,A
USGS,8263500,7/27/1964,47,A
USGS,8263500,7/28/1964,47,A
USGS,8263500,7/29/1964,52,A
USGS,8263500,7/30/1964,53,A
USGS,8263500,7/31/1964,50,A
USGS,8263500,8/1/1964,48,A
USGS,8263500,8/2/1964,48,A
USGS,8263500,8/3/1964,51,A
USGS,8263500,8/4/1964,51,A
USGS,8263500,8/5/1964,59,A
USGS,8263500,8/6/1964,56,A
USGS,8263500,8/7/1964,48,A
USGS,8263500,8/8/1964,48,A
USGS,8263500,8/9/1964,49,A
USGS,8263500,8/10/1964,54,A
USGS,8263500,8/11/1964,59,A
USGS,8263500,8/12/1964,87,A
USGS,8263500,8/13/1964,61,A
USGS,8263500,8/14/1964,55,A
USGS,8263500,8/15/1964,55,A
USGS,8263500,8/16/1964,51,A
USGS,8263500,8/17/1964,52,A
USGS,8263500,8/18/1964,69,A
USGS,8263500,8/19/1964,79,A
USGS,8263500,8/20/1964,71,A
USGS,8263500,8/21/1964,64,A
USGS,8263500,8/22/1964,62,A
USGS,8263500,8/23/1964,61,A
USGS,8263500,8/24/1964,80,A
USGS,8263500,8/25/1964,81,A
USGS,8263500,8/26/1964,76,A
USGS,8263500,8/27/1964,71,A
USGS,8263500,8/28/1964,89,A
USGS,8263500,8/29/1964,86,A
USGS,8263500,8/30/1964,77,A
USGS,8263500,8/31/1964,68,A
USGS,8263500,9/1/1964,63,A
USGS,8263500,9/2/1964,62,A
USGS,8263500,9/3/1964,60,A
USGS,8263500,9/4/1964,59,A
USGS,8263500,9/5/1964,67,A
USGS,8263500,9/6/1964,68,A
USGS,8263500,9/7/1964,63,A
USGS,8263500,9/8/1964,61,A
USGS,8263500,9/9/1964,60,A
USGS,8263500,9/10/1964,58,A
USGS,8263500,9/11/1964,55,A
USGS,8263500,9/12/1964,57,A
USGS,8263500,9/13/1964,55,A
USGS,8263500,9/14/1964,55,A
USGS,8263500,9/15/1964,54,A
USGS,8263500,9/16/1964,58,A
USGS,8263500,9/17/1964,59,A
USGS,8263500,9/18/1964,61,A
USGS,8263500,9/19/1964,59,A
USGS,8263500,9/20/1964,58,A
USGS,8263500,9/21/1964,58,A
USGS,8263500,9/22/1964,60,A
USGS,8263500,9/23/1964,71,A
USGS,8263500,9/24/1964,70,A
USGS,8263500,9/25/1964,63,A
USGS,8263500,9/26/1964,62,A
USGS,8263500,9/27/1964,60,A
USGS,8263500,9/28/1964,58,A
USGS,8263500,9/29/1964,56,A
USGS,8263500,9/30/1964,55,A
USGS,8263500,10/1/1964,58,A
USGS,8263500,10/2/1964,57,A
USGS,8263500,10/3/1964,57,A
USGS,8263500,10/4/1964,56,A
USGS,8263500,10/5/1964,56,A
USGS,8263500,10/6/1964,56,A
USGS,8263500,10/7/1964,56,A
USGS,8263500,10/8/1964,58,A
USGS,8263500,10/9/1964,61,A
USGS,8263500,10/10/1964,66,A
USGS,8263500,10/11/1964,68,A
USGS,8263500,10/12/1964,70,A
USGS,8263500,10/13/1964,74,A
USGS,8263500,10/14/1964,75,A
USGS,8263500,10/15/1964,78,A
USGS,8263500,10/16/1964,80,A
USGS,8263500,10/17/1964,81,A
USGS,8263500,10/18/1964,81,A
USGS,8263500,10/19/1964,80,A
USGS,8263500,10/20/1964,80,A
USGS,8263500,10/21/1964,79,A
USGS,8263500,10/22/1964,77,A
USGS,8263500,10/23/1964,76,A
USGS,8263500,10/24/1964,77,A
USGS,8263500,10/25/1964,78,A
USGS,8263500,10/26/1964,83,A
USGS,8263500,10/27/1964,84,A
USGS,8263500,10/28/1964,80,A
USGS,8263500,10/29/1964,79,A
USGS,8263500,10/30/1964,81,A
USGS,8263500,10/31/1964,85,A
USGS,8263500,11/1/1964,85,A
USGS,8263500,11/2/1964,87,A
USGS,8263500,11/3/1964,88,A
USGS,8263500,11/4/1964,89,A
USGS,8263500,11/5/1964,95,A
USGS,8263500,11/6/1964,96,A
USGS,8263500,11/7/1964,96,A
USGS,8263500,11/8/1964,96,A
USGS,8263500,11/9/1964,93,A
USGS,8263500,11/10/1964,92,A
USGS,8263500,11/11/1964,199,A
USGS,8263500,11/12/1964,378,A
USGS,8263500,11/13/1964,431,A
USGS,8263500,11/14/1964,467,A
USGS,8263500,11/15/1964,507,A
USGS,8263500,11/16/1964,535,A
USGS,8263500,11/17/1964,553,A
USGS,8263500,11/18/1964,309,A
USGS,8263500,11/19/1964,206,A
USGS,8263500,11/20/1964,153,A
USGS,8263500,11/21/1964,116,A
USGS,8263500,11/22/1964,106,A
USGS,8263500,11/23/1964,112,A
USGS,8263500,11/24/1964,126,A
USGS,8263500,11/25/1964,116,A
USGS,8263500,11/26/1964,118,A
USGS,8263500,11/27/1964,131,A
USGS,8263500,11/28/1964,113,A
USGS,8263500,11/29/1964,125,A
USGS,8263500,11/30/1964,127,A
USGS,8263500,12/1/1964,126,A
USGS,8263500,12/2/1964,128,A
USGS,8263500,12/3/1964,135,A
USGS,8263500,12/4/1964,126,A
USGS,8263500,12/5/1964,92,A
USGS,8263500,12/6/1964,101,A
USGS,8263500,12/7/1964,106,A
USGS,8263500,12/8/1964,130,A
USGS,8263500,12/9/1964,125,A
USGS,8263500,12/10/1964,117,A
USGS,8263500,12/11/1964,116,A
USGS,8263500,12/12/1964,115,A
USGS,8263500,12/13/1964,110,A
USGS,8263500,12/14/1964,100,A
USGS,8263500,12/15/1964,105,A
USGS,8263500,12/16/1964,100,A
USGS,8263500,12/17/1964,100,A
USGS,8263500,12/18/1964,110,A
USGS,8263500,12/19/1964,115,A
USGS,8263500,12/20/1964,115,A
USGS,8263500,12/21/1964,120,A
USGS,8263500,12/22/1964,120,A
USGS,8263500,12/23/1964,125,A
USGS,8263500,12/24/1964,130,A
USGS,8263500,12/25/1964,140,A
USGS,8263500,12/26/1964,160,A
USGS,8263500,12/27/1964,170,A
USGS,8263500,12/28/1964,190,A
USGS,8263500,12/29/1964,195,A
USGS,8263500,12/30/1964,170,A
USGS,8263500,12/31/1964,205,A
USGS,8263500,1/1/1965,220,A
USGS,8263500,1/2/1965,210,A
USGS,8263500,1/3/1965,200,A
USGS,8263500,1/4/1965,190,A
USGS,8263500,1/5/1965,195,A
USGS,8263500,1/6/1965,190,A
USGS,8263500,1/7/1965,290,A
USGS,8263500,1/8/1965,280,A
USGS,8263500,1/9/1965,235,A
USGS,8263500,1/10/1965,230,A
USGS,8263500,1/11/1965,220,A
USGS,8263500,1/12/1965,216,A
USGS,8263500,1/13/1965,216,A
USGS,8263500,1/14/1965,212,A
USGS,8263500,1/15/1965,209,A
USGS,8263500,1/16/1965,209,A
USGS,8263500,1/17/1965,208,A
USGS,8263500,1/18/1965,210,A
USGS,8263500,1/19/1965,212,A
USGS,8263500,1/20/1965,213,A
USGS,8263500,1/21/1965,216,A
USGS,8263500,1/22/1965,216,A
USGS,8263500,1/23/1965,219,A
USGS,8263500,1/24/1965,202,A
USGS,8263500,1/25/1965,206,A
USGS,8263500,1/26/1965,222,A
USGS,8263500,1/27/1965,202,A
USGS,8263500,1/28/1965,205,A
USGS,8263500,1/29/1965,209,A
USGS,8263500,1/30/1965,217,A
USGS,8263500,1/31/1965,226,A
USGS,8263500,2/1/1965,230,A
USGS,8263500,2/2/1965,233,A
USGS,8263500,2/3/1965,231,A
USGS,8263500,2/4/1965,236,A
USGS,8263500,2/5/1965,244,A
USGS,8263500,2/6/1965,240,A
USGS,8263500,2/7/1965,246,A
USGS,8263500,2/8/1965,256,A
USGS,8263500,2/9/1965,262,A
USGS,8263500,2/10/1965,267,A
USGS,8263500,2/11/1965,244,A
USGS,8263500,2/12/1965,199,A
USGS,8263500,2/13/1965,243,A
USGS,8263500,2/14/1965,258,A
USGS,8263500,2/15/1965,254,A
USGS,8263500,2/16/1965,244,A
USGS,8263500,2/17/1965,246,A
USGS,8263500,2/18/1965,246,A
USGS,8263500,2/19/1965,247,A
USGS,8263500,2/20/1965,256,A
USGS,8263500,2/21/1965,256,A
USGS,8263500,2/22/1965,261,A
USGS,8263500,2/23/1965,272,A
USGS,8263500,2/24/1965,258,A
USGS,8263500,2/25/1965,252,A
USGS,8263500,2/26/1965,280,A
USGS,8263500,2/27/1965,284,A
USGS,8263500,2/28/1965,292,A
USGS,8263500,3/1/1965,285,A
USGS,8263500,3/2/1965,241,A
USGS,8263500,3/3/1965,182,A
USGS,8263500,3/4/1965,248,A
USGS,8263500,3/5/1965,309,A
USGS,8263500,3/6/1965,292,A
USGS,8263500,3/7/1965,282,A
USGS,8263500,3/8/1965,292,A
USGS,8263500,3/9/1965,295,A
USGS,8263500,3/10/1965,295,A
USGS,8263500,3/11/1965,309,A
USGS,8263500,3/12/1965,326,A
USGS,8263500,3/13/1965,330,A
USGS,8263500,3/14/1965,348,A
USGS,8263500,3/15/1965,371,A
USGS,8263500,3/16/1965,376,A
USGS,8263500,3/17/1965,399,A
USGS,8263500,3/18/1965,391,A
USGS,8263500,3/19/1965,376,A
USGS,8263500,3/20/1965,403,A
USGS,8263500,3/21/1965,380,A
USGS,8263500,3/22/1965,401,A
USGS,8263500,3/23/1965,405,A
USGS,8263500,3/24/1965,407,A
USGS,8263500,3/25/1965,429,A
USGS,8263500,3/26/1965,433,A
USGS,8263500,3/27/1965,405,A
USGS,8263500,3/28/1965,384,A
USGS,8263500,3/29/1965,433,A
USGS,8263500,3/30/1965,424,A
USGS,8263500,3/31/1965,446,A
USGS,8263500,4/1/1965,443,A
USGS,8263500,4/2/1965,416,A
USGS,8263500,4/3/1965,437,A
USGS,8263500,4/4/1965,418,A
USGS,8263500,4/5/1965,376,A
USGS,8263500,4/6/1965,357,A
USGS,8263500,4/7/1965,326,A
USGS,8263500,4/8/1965,297,A
USGS,8263500,4/9/1965,285,A
USGS,8263500,4/10/1965,270,A
USGS,8263500,4/11/1965,252,A
USGS,8263500,4/12/1965,240,A
USGS,8263500,4/13/1965,223,A
USGS,8263500,4/14/1965,216,A
USGS,8263500,4/15/1965,208,A
USGS,8263500,4/16/1965,201,A
USGS,8263500,4/17/1965,193,A
USGS,8263500,4/18/1965,184,A
USGS,8263500,4/19/1965,170,A
USGS,8263500,4/20/1965,143,A
USGS,8263500,4/21/1965,154,A
USGS,8263500,4/22/1965,327,A
USGS,8263500,4/23/1965,469,A
USGS,8263500,4/24/1965,596,A
USGS,8263500,4/25/1965,771,A
USGS,8263500,4/26/1965,833,A
USGS,8263500,4/27/1965,770,A
USGS,8263500,4/28/1965,656,A
USGS,8263500,4/29/1965,553,A
USGS,8263500,4/30/1965,458,A
USGS,8263500,5/1/1965,434,A
USGS,8263500,5/2/1965,509,A
USGS,8263500,5/3/1965,622,A
USGS,8263500,5/4/1965,1070,A
USGS,8263500,5/5/1965,1400,A
USGS,8263500,5/6/1965,1570,A
USGS,8263500,5/7/1965,1420,A
USGS,8263500,5/8/1965,1250,A
USGS,8263500,5/9/1965,1170,A
USGS,8263500,5/10/1965,1110,A
USGS,8263500,5/11/1965,932,A
USGS,8263500,5/12/1965,875,A
USGS,8263500,5/13/1965,827,A
USGS,8263500,5/14/1965,958,A
USGS,8263500,5/15/1965,1110,A
USGS,8263500,5/16/1965,1150,A
USGS,8263500,5/17/1965,1070,A
USGS,8263500,5/18/1965,917,A
USGS,8263500,5/19/1965,993,A
USGS,8263500,5/20/1965,1280,A
USGS,8263500,5/21/1965,1790,A
USGS,8263500,5/22/1965,2240,A
USGS,8263500,5/23/1965,2340,A
USGS,8263500,5/24/1965,2350,A
USGS,8263500,5/25/1965,2390,A
USGS,8263500,5/26/1965,2040,A
USGS,8263500,5/27/1965,1600,A
USGS,8263500,5/28/1965,1270,A
USGS,8263500,5/29/1965,999,A
USGS,8263500,5/30/1965,902,A
USGS,8263500,5/31/1965,848,A
USGS,8263500,6/1/1965,848,A
USGS,8263500,6/2/1965,886,A
USGS,8263500,6/3/1965,984,A
USGS,8263500,6/4/1965,1150,A
USGS,8263500,6/5/1965,1190,A
USGS,8263500,6/6/1965,1250,A
USGS,8263500,6/7/1965,1350,A
USGS,8263500,6/8/1965,1360,A
USGS,8263500,6/9/1965,1700,A
USGS,8263500,6/10/1965,2230,A
USGS,8263500,6/11/1965,2380,A
USGS,8263500,6/12/1965,2120,A
USGS,8263500,6/13/1965,2070,A
USGS,8263500,6/14/1965,2060,A
USGS,8263500,6/15/1965,1940,A
USGS,8263500,6/16/1965,2230,A
USGS,8263500,6/17/1965,2520,A
USGS,8263500,6/18/1965,2660,A
USGS,8263500,6/19/1965,2760,A
USGS,8263500,6/20/1965,2990,A
USGS,8263500,6/21/1965,3390,A
USGS,8263500,6/22/1965,3760,A
USGS,8263500,6/23/1965,3780,A
USGS,8263500,6/24/1965,3710,A
USGS,8263500,6/25/1965,3720,A
USGS,8263500,6/26/1965,3600,A
USGS,8263500,6/27/1965,3320,A
USGS,8263500,6/28/1965,3180,A
USGS,8263500,6/29/1965,2480,A
USGS,8263500,6/30/1965,1660,A
USGS,8263500,7/1/1965,1400,A
USGS,8263500,7/2/1965,1430,A
USGS,8263500,7/3/1965,1420,A
USGS,8263500,7/4/1965,1420,A
USGS,8263500,7/5/1965,1740,A
USGS,8263500,7/6/1965,1970,A
USGS,8263500,7/7/1965,1920,A
USGS,8263500,7/8/1965,1790,A
USGS,8263500,7/9/1965,1660,A
USGS,8263500,7/10/1965,1540,A
USGS,8263500,7/11/1965,1540,A
USGS,8263500,7/12/1965,1620,A
USGS,8263500,7/13/1965,1680,A
USGS,8263500,7/14/1965,1770,A
USGS,8263500,7/15/1965,1880,A
USGS,8263500,7/16/1965,1640,A
USGS,8263500,7/17/1965,1290,A
USGS,8263500,7/18/1965,1060,A
USGS,8263500,7/19/1965,914,A
USGS,8263500,7/20/1965,809,A
USGS,8263500,7/21/1965,732,A
USGS,8263500,7/22/1965,675,A
USGS,8263500,7/23/1965,595,A
USGS,8263500,7/24/1965,475,A
USGS,8263500,7/25/1965,414,A
USGS,8263500,7/26/1965,478,A
USGS,8263500,7/27/1965,846,A
USGS,8263500,7/28/1965,908,A
USGS,8263500,7/29/1965,902,A
USGS,8263500,7/30/1965,833,A
USGS,8263500,7/31/1965,748,A
USGS,8263500,8/1/1965,712,A
USGS,8263500,8/2/1965,947,A
USGS,8263500,8/3/1965,1300,A
USGS,8263500,8/4/1965,1560,A
USGS,8263500,8/5/1965,1540,A
USGS,8263500,8/6/1965,1390,A
USGS,8263500,8/7/1965,1230,A
USGS,8263500,8/8/1965,1060,A
USGS,8263500,8/9/1965,854,A
USGS,8263500,8/10/1965,695,A
USGS,8263500,8/11/1965,575,A
USGS,8263500,8/12/1965,481,A
USGS,8263500,8/13/1965,391,A
USGS,8263500,8/14/1965,346,A
USGS,8263500,8/15/1965,302,A
USGS,8263500,8/16/1965,272,A
USGS,8263500,8/17/1965,256,A
USGS,8263500,8/18/1965,250,A
USGS,8263500,8/19/1965,244,A
USGS,8263500,8/20/1965,237,A
USGS,8263500,8/21/1965,238,A
USGS,8263500,8/22/1965,241,A
USGS,8263500,8/23/1965,240,A
USGS,8263500,8/24/1965,234,A
USGS,8263500,8/25/1965,217,A
USGS,8263500,8/26/1965,210,A
USGS,8263500,8/27/1965,206,A
USGS,8263500,8/28/1965,216,A
USGS,8263500,8/29/1965,217,A
USGS,8263500,8/30/1965,209,A
USGS,8263500,8/31/1965,197,A
USGS,8263500,9/1/1965,190,A
USGS,8263500,9/2/1965,189,A
USGS,8263500,9/3/1965,202,A
USGS,8263500,9/4/1965,198,A
USGS,8263500,9/5/1965,201,A
USGS,8263500,9/6/1965,215,A
USGS,8263500,9/7/1965,215,A
USGS,8263500,9/8/1965,205,A
USGS,8263500,9/9/1965,202,A
USGS,8263500,9/10/1965,208,A
USGS,8263500,9/11/1965,218,A
USGS,8263500,9/12/1965,212,A
USGS,8263500,9/13/1965,220,A
USGS,8263500,9/14/1965,205,A
USGS,8263500,9/15/1965,192,A
USGS,8263500,9/16/1965,180,A
USGS,8263500,9/17/1965,177,A
USGS,8263500,9/18/1965,176,A
USGS,8263500,9/19/1965,177,A
USGS,8263500,9/20/1965,177,A
USGS,8263500,9/21/1965,181,A
USGS,8263500,9/22/1965,368,A
USGS,8263500,9/23/1965,662,A
USGS,8263500,9/24/1965,692,A
USGS,8263500,9/25/1965,692,A
USGS,8263500,9/26/1965,692,A
USGS,8263500,9/27/1965,695,A
USGS,8263500,9/28/1965,718,A
USGS,8263500,9/29/1965,762,A
USGS,8263500,9/30/1965,827,A
USGS,8263500,10/1/1965,902,A
USGS,8263500,10/2/1965,971,A
USGS,8263500,10/3/1965,954,A
USGS,8263500,10/4/1965,896,A
USGS,8263500,10/5/1965,842,A
USGS,8263500,10/6/1965,791,A
USGS,8263500,10/7/1965,682,A
USGS,8263500,10/8/1965,585,A
USGS,8263500,10/9/1965,559,A
USGS,8263500,10/10/1965,545,A
USGS,8263500,10/11/1965,507,A
USGS,8263500,10/12/1965,466,A
USGS,8263500,10/13/1965,443,A
USGS,8263500,10/14/1965,420,A
USGS,8263500,10/15/1965,384,A
USGS,8263500,10/16/1965,351,A
USGS,8263500,10/17/1965,335,A
USGS,8263500,10/18/1965,360,A
USGS,8263500,10/19/1965,441,A
USGS,8263500,10/20/1965,559,A
USGS,8263500,10/21/1965,640,A
USGS,8263500,10/22/1965,628,A
USGS,8263500,10/23/1965,602,A
USGS,8263500,10/24/1965,589,A
USGS,8263500,10/25/1965,555,A
USGS,8263500,10/26/1965,533,A
USGS,8263500,10/27/1965,519,A
USGS,8263500,10/28/1965,503,A
USGS,8263500,10/29/1965,491,A
USGS,8263500,10/30/1965,481,A
USGS,8263500,10/31/1965,464,A
USGS,8263500,11/1/1965,464,A
USGS,8263500,11/2/1965,464,A
USGS,8263500,11/3/1965,460,A
USGS,8263500,11/4/1965,441,A
USGS,8263500,11/5/1965,422,A
USGS,8263500,11/6/1965,386,A
USGS,8263500,11/7/1965,362,A
USGS,8263500,11/8/1965,340,A
USGS,8263500,11/9/1965,479,A
USGS,8263500,11/10/1965,712,A
USGS,8263500,11/11/1965,824,A
USGS,8263500,11/12/1965,839,A
USGS,8263500,11/13/1965,803,A
USGS,8263500,11/14/1965,725,A
USGS,8263500,11/15/1965,715,A
USGS,8263500,11/16/1965,718,A
USGS,8263500,11/17/1965,708,A
USGS,8263500,11/18/1965,735,A
USGS,8263500,11/19/1965,742,A
USGS,8263500,11/20/1965,735,A
USGS,8263500,11/21/1965,730,A
USGS,8263500,11/22/1965,745,A
USGS,8263500,11/23/1965,742,A
USGS,8263500,11/24/1965,762,A
USGS,8263500,11/25/1965,836,A
USGS,8263500,11/26/1965,860,A
USGS,8263500,11/27/1965,914,A
USGS,8263500,11/28/1965,751,A
USGS,8263500,11/29/1965,495,A
USGS,8263500,11/30/1965,412,A
USGS,8263500,12/1/1965,428,A
USGS,8263500,12/2/1965,471,A
USGS,8263500,12/3/1965,475,A
USGS,8263500,12/4/1965,479,A
USGS,8263500,12/5/1965,495,A
USGS,8263500,12/6/1965,495,A
USGS,8263500,12/7/1965,489,A
USGS,8263500,12/8/1965,466,A
USGS,8263500,12/9/1965,487,A
USGS,8263500,12/10/1965,555,A
USGS,8263500,12/11/1965,575,A
